ProductID	CoboughtProductID
1	13
1	17
1	19
1	24
1	29
1	34
1	37
1	40
1	43
1	45
1	52
1	60
1	64
1	68
1	71
1	75
2	3
2	4
2	5
2	6
2	7
2	8
2	10
2	12
2	13
2	14
2	16
2	17
2	20
2	21
2	23
2	25
2	26
2	29
2	31
2	32
2	39
2	41
2	44
2	46
2	47
2	52
2	53
2	55
2	56
2	58
2	59
2	60
2	61
2	62
2	64
2	66
2	68
2	73
2	75
2	77
3	2
3	4
3	6
3	7
3	8
3	10
3	12
3	13
3	14
3	16
3	20
3	23
3	32
3	39
3	41
3	46
3	52
3	55
3	60
3	64
3	66
3	73
3	75
3	77
4	2
4	3
4	6
4	7
4	8
4	10
4	12
4	13
4	14
4	16
4	20
4	23
4	24
4	32
4	39
4	41
4	46
4	52
4	55
4	60
4	64
4	66
4	73
4	75
4	77
5	2
5	7
5	29
5	36
5	56
5	59
6	2
6	3
6	4
6	7
6	8
6	10
6	12
6	13
6	14
6	16
6	20
6	23
6	32
6	39
6	41
6	46
6	52
6	55
6	60
6	64
6	66
6	73
6	75
6	77
7	2
7	3
7	4
7	5
7	6
7	8
7	10
7	12
7	13
7	14
7	16
7	17
7	20
7	23
7	32
7	33
7	39
7	40
7	41
7	46
7	52
7	55
7	56
7	60
7	62
7	64
7	66
7	68
7	72
7	73
7	75
7	77
8	2
8	3
8	4
8	6
8	7
8	10
8	12
8	13
8	14
8	16
8	20
8	23
8	32
8	39
8	41
8	46
8	52
8	55
8	60
8	64
8	66
8	73
8	75
8	77
9	54
9	69
9	73
10	2
10	3
10	4
10	6
10	7
10	8
10	12
10	13
10	14
10	16
10	20
10	23
10	26
10	32
10	36
10	39
10	41
10	45
10	46
10	49
10	52
10	55
10	60
10	64
10	66
10	67
10	73
10	75
10	76
10	77
11	33
11	38
11	72
12	2
12	3
12	4
12	6
12	7
12	8
12	10
12	13
12	14
12	16
12	18
12	20
12	23
12	32
12	33
12	39
12	41
12	46
12	52
12	54
12	55
12	56
12	60
12	64
12	66
12	73
12	75
12	77
13	1
13	2
13	3
13	4
13	6
13	7
13	8
13	10
13	12
13	14
13	16
13	20
13	23
13	24
13	32
13	35
13	39
13	41
13	42
13	46
13	52
13	55
13	57
13	60
13	62
13	64
13	66
13	69
13	71
13	73
13	75
13	77
14	2
14	3
14	4
14	6
14	7
14	8
14	10
14	12
14	13
14	16
14	19
14	20
14	23
14	24
14	25
14	26
14	31
14	32
14	39
14	41
14	44
14	46
14	47
14	51
14	52
14	54
14	55
14	56
14	60
14	64
14	66
14	73
14	75
14	77
15	41
15	46
15	47
15	56
15	60
15	75
16	2
16	3
16	4
16	6
16	7
16	8
16	10
16	12
16	13
16	14
16	19
16	20
16	23
16	24
16	29
16	31
16	32
16	34
16	35
16	36
16	39
16	41
16	42
16	43
16	44
16	46
16	52
16	55
16	56
16	59
16	60
16	61
16	62
16	63
16	64
16	65
16	66
16	73
16	75
16	77
17	1
17	2
17	7
17	18
17	21
17	30
17	31
17	33
17	40
17	41
17	43
17	46
17	47
17	53
17	55
17	56
17	58
17	60
17	62
17	68
17	72
17	75
18	12
18	17
18	21
18	29
18	30
18	33
18	36
18	39
18	54
18	56
18	62
18	68
18	69
19	1
19	14
19	16
19	21
19	24
19	30
19	34
19	37
19	38
19	41
19	45
19	51
19	53
19	56
19	60
19	64
19	71
20	2
20	3
20	4
20	6
20	7
20	8
20	10
20	12
20	13
20	14
20	16
20	23
20	31
20	32
20	39
20	41
20	46
20	52
20	55
20	60
20	64
20	66
20	72
20	73
20	75
20	77
21	2
21	17
21	18
21	19
21	33
21	44
21	53
21	56
21	61
21	62
21	64
21	65
22	49
23	2
23	3
23	4
23	6
23	7
23	8
23	10
23	12
23	13
23	14
23	16
23	20
23	32
23	39
23	40
23	41
23	46
23	52
23	55
23	56
23	60
23	64
23	66
23	73
23	75
23	77
24	1
24	4
24	13
24	14
24	16
24	19
24	36
24	51
24	56
24	64
24	71
24	77
25	2
25	14
25	26
25	31
25	75
26	2
26	10
26	14
26	25
26	31
26	45
26	46
26	54
27	71
